fighter_id,name,elo,fight_count
ef5dcb10d2bd4b0f,Bogdan Guskov,1052.1612378997365,6
44260175069b6276,Jens Pulver,1052.1548519921976,9
0845c81e37d3bcb3,Volkan Oezdemir,1052.1480234276903,16
08e908ed6d18d6a0,Myles Jury,1051.8659258086527,12
47b9e0e7703a4868,Jorge Masvidal,1051.8223664159136,22
a67f5afa8d6a1b80,Ryan Spann,1051.6742931237425,16
2f13e4020cea5b38,Raphael Assuncao,1051.6099024841765,19
349aaa3da11eb587,Karo Parisyan,1051.5199406327222,13
9a97acbfd5a08bfa,David Martinez,1051.4746785144066,3
9560ff14eb3129f7,Giga Chikadze,1051.2454657352087,12
e64b96c07d7ce999,Li Jingliang,1051.2217951542643,18
59279a7c978f7da0,Al Iaquinta,1050.336424985856,15
ffe9703408fb5964,David Onama,1049.7158281031993,9
abcf2cc6efc42031,Iasmin Lucindo,1049.457376652732,7
d4270315cbcf2569,Jacob Malkoun,1049.1915972158374,9
9c65736747ca92ec,Leonardo Santos,1049.1309509841262,11
791c8437b341fba5,Joanderson Brito,1049.0938221941105,9
05339613bf8e9808,Rob Font,1049.0397022170966,21
351c4ec637380ad5,Karol Rosa,1048.9614918211817,12
e93b04e308913c2e,Dooho Choi,1048.950266059256,10
f53d4f21d1b5f2dc,Diego Ferreira,1048.5306942508146,17
f782f953bfe7b5f2,Jonathan Micallef,1048.4968008047613,3
9c393e836a852f30,Mauricio Ruffy,1048.4839602740665,5
d8c7c61b176e3994,Cody Garbrandt,1048.4410608216722,17
253076a23d03dcd0,Allan Nascimento,1048.367223633564,5
545092d13c67aa49,Alexia Thainara,1048.3527315408535,3
4e30e4250cb08b61,Loma Lookboonmee,1048.3127636572815,10
476fe566d2df676e,Modestas Bukauskas,1048.2635391292717,13
4130a743d9d22163,Alan Belcher,1048.1826695930438,15
369e1ce458ef50a6,Ruslan Magomedov,1048.150437868123,3
22a92d7f62195791,Tony Ferguson,1048.061145767652,24
8ebc3a8da015d70c,Cam Rowston,1048.030009483361,3
fba03cd6cc28dc41,Josh Emmett,1047.8721724027105,17
8f2d9ee27f206f1f,Evan Tanner,1047.6707308048883,17
